CODIGO_SINIESTRO;LOCALIDAD;GRAVEDAD;CLASE;TIPO DE VEHICULO;SERVICIO;CONDICION;ESTADO;EDAD;SEXO;HORA
10473062;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;38;MASCULINO;06:00 a 8:59
10472991;Los Mártires;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;50;MASCULINO;21:00 a 24:00
10473016;Kennedy;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;40;MASCULINO;06:00 a 8:59
10473022;Los Mártires;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;58;MASCULINO;03:00 a 5:59
10472979;Engativá;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;56;MASCULINO;15:00  a 17:59
10472982;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;32;MASCULINO;00:00 a 02:59
10473005;Fontibón;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;62;MASCULINO;06:00 a 8:59
10473007;Engativá;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;HERIDO;33;MASCULINO;09:00  a 11:59
10473008;Fontibón;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;32;FEMENINO;00:00 a 02:59
10473009;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;45;MASCULINO;12:00 a 14:59
10473013;Kennedy;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;23;MASCULINO;00:00 a 02:59
10473017;Ciudad Bolívar;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;41;MASCULINO;21:00 a 24:00
10473028;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;37;MASCULINO;15:00  a 17:59
10473029;Barrios Unidos;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;39;MASCULINO;12:00 a 14:59
10473036;Ciudad Bolívar;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;57;MASCULINO;18:00 a 20:59
10473039;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;62;MASCULINO;18:00 a 20:59
10473046;Fontibón;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;45;FEMENINO;09:00  a 11:59
10473057;San Cristóbal;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;37;MASCULINO;09:00  a 11:59
10473098;Tunjuelito;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;46;MASCULINO;12:00 a 14:59
10472975;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;29;MASCULINO;18:00 a 20:59
10472976;Fontibón;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;43;MASCULINO;00:00 a 02:59
10472977;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;26;MASCULINO;15:00  a 17:59
10473004;Suba;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;24;MASCULINO;03:00 a 5:59
10473011;Engativá;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;44;FEMENINO;18:00 a 20:59
10473034;Suba;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;47;MASCULINO;15:00  a 17:59
10473048;Fontibón;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;41;MASCULINO;21:00 a 24:00
10473364;San Cristóbal;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;28;MASCULINO;03:00 a 5:59
10473235;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;25;MASCULINO;00:00 a 02:59
10473362;Engativá;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;36;MASCULINO;21:00 a 24:00
10473137;Teusaquillo;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;29;MASCULINO;06:00 a 8:59
10473139;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;39;MASCULINO;03:00 a 5:59
10473143;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;54;FEMENINO;12:00 a 14:59
10473144;Engativá;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;22;MASCULINO;15:00  a 17:59
10473151;Kennedy;Con Heridos;Choque;Bus;Publico;CONDUCTOR;ILESO;44;MASCULINO;00:00 a 02:59
10473369;Kennedy;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;33;MASCULINO;12:00 a 14:59
10473111;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;73;MASCULINO;06:00 a 8:59
10473116;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;31;MASCULINO;03:00 a 5:59
10473121;Suba;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;37;FEMENINO;21:00 a 24:00
10473130;Usaquén;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;38;MASCULINO;12:00 a 14:59
10473134;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;60;MASCULINO;09:00  a 11:59
10473135;Los Mártires;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;27;MASCULINO;18:00 a 20:59
10473077;Teusaquillo;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;54;MASCULINO;00:00 a 02:59
10473084;Tunjuelito;Con Heridos;Choque;Automovil;Publico;PASAJERO;HERIDO;29;MASCULINO;18:00 a 20:59
10473089;Engativá;Con Heridos;Choque;Automovil;Particular;CICLISTA;HERIDO;22;MASCULINO;21:00 a 24:00
10473105;Chapinero;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;35;MASCULINO;03:00 a 5:59
10473218;Ciudad Bolívar;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;21;MASCULINO;03:00 a 5:59
10473231;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;53;MASCULINO;03:00 a 5:59
10473064;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;41;FEMENINO;21:00 a 24:00
10473065;Chapinero;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;52;MASCULINO;15:00  a 17:59
10473068;Kennedy;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;23;MASCULINO;03:00 a 5:59
10473070;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;82;FEMENINO;03:00 a 5:59
10472988;Teusaquillo;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;HERIDO;24;MASCULINO;21:00 a 24:00
10473132;Los Mártires;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;35;MASCULINO;21:00 a 24:00
10473133;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;42;MASCULINO;15:00  a 17:59
10473146;San Cristóbal;Con Heridos;Choque;Bus;Publico;CONDUCTOR;ILESO;29;MASCULINO;21:00 a 24:00
10473155;Barrios Unidos;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;51;MASCULINO;18:00 a 20:59
10473200;Chapinero;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;HERIDO;54;MASCULINO;06:00 a 8:59
10473063;Kennedy;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;43;MASCULINO;12:00 a 14:59
10473069;Usaquén;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;65;MASCULINO;03:00 a 5:59
10473074;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;34;MASCULINO;00:00 a 02:59
10473087;Suba;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;67;MASCULINO;21:00 a 24:00
10473093;Engativá;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;67;MASCULINO;15:00  a 17:59
10473099;Usaquén;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;26;MASCULINO;12:00 a 14:59
10473100;Tunjuelito;Con Heridos;Atropello;Bus;Publico;CONDUCTOR;ILESO;48;MASCULINO;15:00  a 17:59
10473101;Chapinero;Con Heridos;Atropello;Bus;Publico;CONDUCTOR;ILESO;64;MASCULINO;12:00 a 14:59
10473106;Teusaquillo;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;22;FEMENINO;18:00 a 20:59
10473108;Suba;Solo Daños;Choque;Automovil;Oficial;CONDUCTOR;ILESO;67;MASCULINO;18:00 a 20:59
10473109;Usaquén;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;29;MASCULINO;06:00 a 8:59
10473115;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;30;MASCULINO;15:00  a 17:59
10473117;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;20;MASCULINO;15:00  a 17:59
10473118;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;59;MASCULINO;18:00 a 20:59
10473119;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;42;FEMENINO;18:00 a 20:59
10473120;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;39;MASCULINO;21:00 a 24:00
10473124;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;32;MASCULINO;15:00  a 17:59
10473125;Kennedy;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;44;MASCULINO;12:00 a 14:59
10473127;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;52;MASCULINO;06:00 a 8:59
10473236;Ciudad Bolívar;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;24;MASCULINO;21:00 a 24:00
10473241;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;28;MASCULINO;18:00 a 20:59
10473242;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;48;MASCULINO;09:00  a 11:59
10473318;Ciudad Bolívar;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;17;MASCULINO;09:00  a 11:59
10473367;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;27;MASCULINO;09:00  a 11:59
10473138;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;34;MASCULINO;15:00  a 17:59
10473153;Los Mártires;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;21;MASCULINO;12:00 a 14:59
10473165;Kennedy;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;48;MASCULINO;21:00 a 24:00
10473167;Chapinero;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;HERIDO;35;MASCULINO;03:00 a 5:59
10473172;Engativá;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;21;MASCULINO;09:00  a 11:59
10473232;Usaquén;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;49;MASCULINO;06:00 a 8:59
10473233;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;67;MASCULINO;06:00 a 8:59
10473234;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;60;MASCULINO;03:00 a 5:59
10473292;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;32;MASCULINO;12:00 a 14:59
10473298;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;27;MASCULINO;15:00  a 17:59
10473178;San Cristóbal;Con Heridos;Choque;Automovil;Oficial;CONDUCTOR;ILESO;24;MASCULINO;15:00  a 17:59
10473222;Teusaquillo;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;59;MASCULINO;03:00 a 5:59
10473225;Teusaquillo;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;37;MASCULINO;06:00 a 8:59
10473227;Ciudad Bolívar;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;20;MASCULINO;21:00 a 24:00
10473230;Usaquén;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;31;MASCULINO;09:00  a 11:59
10473269;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;45;MASCULINO;21:00 a 24:00
10473273;Kennedy;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;46;MASCULINO;06:00 a 8:59
10473275;Kennedy;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;26;MASCULINO;21:00 a 24:00
10473206;Tunjuelito;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;29;MASCULINO;03:00 a 5:59
10473210;Usaquén;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;26;MASCULINO;03:00 a 5:59
10473214;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;52;MASCULINO;09:00  a 11:59
10473217;Usaquén;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;58;MASCULINO;18:00 a 20:59
10473229;Fontibón;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;49;MASCULINO;03:00 a 5:59
10473237;Teusaquillo;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;42;MASCULINO;18:00 a 20:59
10473238;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;39;MASCULINO;06:00 a 8:59
10473239;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;44;FEMENINO;06:00 a 8:59
10473244;Barrios Unidos;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;28;MASCULINO;21:00 a 24:00
10473250;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;23;MASCULINO;09:00  a 11:59
10473253;San Cristóbal;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;23;MASCULINO;06:00 a 8:59
10473294;Kennedy;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;35;MASCULINO;03:00 a 5:59
10473256;Suba;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;38;MASCULINO;03:00 a 5:59
10473260;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;40;FEMENINO;18:00 a 20:59
10473265;Engativá;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;61;MASCULINO;00:00 a 02:59
10473315;Engativá;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;51;FEMENINO;12:00 a 14:59
10473327;San Cristóbal;Con Heridos;Atropello;Automovil;Particular;CONDUCTOR;ILESO;45;MASCULINO;09:00  a 11:59
10473159;Ciudad Bolívar;Con Heridos;Choque;Camioneta;Particular;CONDUCTOR;ILESO;24;MASCULINO;21:00 a 24:00
10473162;Suba;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;57;MASCULINO;18:00 a 20:59
10473164;Suba;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;22;MASCULINO;06:00 a 8:59
10473166;Usaquén;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;HERIDO;31;MASCULINO;09:00  a 11:59
10473190;Suba;Con Heridos;Atropello;Camioneta;Particular;CONDUCTOR;ILESO;21;FEMENINO;15:00  a 17:59
10473205;Usaquén;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;21;MASCULINO;21:00 a 24:00
10473246;Chapinero;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;52;MASCULINO;03:00 a 5:59
10473248;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;54;FEMENINO;18:00 a 20:59
10473249;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;50;MASCULINO;12:00 a 14:59
10473251;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;32;MASCULINO;12:00 a 14:59
10473254;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;31;MASCULINO;21:00 a 24:00
10473255;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;16;MASCULINO;21:00 a 24:00
10473258;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;33;MASCULINO;03:00 a 5:59
10473279;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;32;MASCULINO;15:00  a 17:59
10473286;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;45;MASCULINO;12:00 a 14:59
10473289;Fontibón;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;63;MASCULINO;21:00 a 24:00
10473297;Los Mártires;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;41;MASCULINO;06:00 a 8:59
10473363;Ciudad Bolívar;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;29;MASCULINO;09:00  a 11:59
10473305;Teusaquillo;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;25;MASCULINO;21:00 a 24:00
10473310;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;34;FEMENINO;09:00  a 11:59
10473325;Engativá;Con Heridos;Choque;Automovil;Particular;MOTOCICLISTA;HERIDO;31;MASCULINO;09:00  a 11:59
10473285;Tunjuelito;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;55;MASCULINO;18:00 a 20:59
10473293;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;40;MASCULINO;12:00 a 14:59
10473307;Kennedy;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;54;MASCULINO;21:00 a 24:00
10473312;Kennedy;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;54;FEMENINO;18:00 a 20:59
10473175;Kennedy;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;30;MASCULINO;03:00 a 5:59
10473174;Fontibón;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;36;MASCULINO;06:00 a 8:59
10473187;La Candelaria;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;31;MASCULINO;03:00 a 5:59
10473274;Kennedy;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;46;MASCULINO;03:00 a 5:59
10473426;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;28;FEMENINO;09:00  a 11:59
10473198;Fontibón;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;43;MASCULINO;18:00 a 20:59
10473202;Los Mártires;Con Heridos;Atropello;Bus;Publico;CONDUCTOR;ILESO;49;MASCULINO;09:00  a 11:59
10473203;San Cristóbal;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;24;MASCULINO;15:00  a 17:59
10473213;Usaquén;Con Heridos;Atropello;Bus;Publico;CONDUCTOR;ILESO;33;MASCULINO;21:00 a 24:00
10473268;Suba;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;24;MASCULINO;21:00 a 24:00
10473271;Ciudad Bolívar;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;MASCULINO;03:00 a 5:59
10473278;Kennedy;Solo Daños;Choque;Camioneta;Oficial;CONDUCTOR;ILESO;39;MASCULINO;09:00  a 11:59
10473281;San Cristóbal;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;38;MASCULINO;09:00  a 11:59
10473437;Barrios Unidos;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;59;MASCULINO;18:00 a 20:59
10473370;San Cristóbal;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;26;MASCULINO;03:00 a 5:59
10473373;Los Mártires;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;MASCULINO;09:00  a 11:59
10473421;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;52;MASCULINO;12:00 a 14:59
10473444;Suba;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;44;MASCULINO;21:00 a 24:00
10473304;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;47;FEMENINO;21:00 a 24:00
10473306;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;24;MASCULINO;03:00 a 5:59
10473311;Rafael Uribe Uribe;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;29;MASCULINO;12:00 a 14:59
10473313;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;20;MASCULINO;18:00 a 20:59
10473314;Teusaquillo;Con Muertos;Choque;Bus;Publico;CONDUCTOR;ILESO;32;MASCULINO;18:00 a 20:59
10473320;Engativá;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;29;MASCULINO;06:00 a 8:59
10473335;Ciudad Bolívar;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;55;MASCULINO;15:00  a 17:59
10473163;Usaquén;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;28;MASCULINO;18:00 a 20:59
10473170;Kennedy;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;32;MASCULINO;12:00 a 14:59
10473207;Los Mártires;Con Heridos;Atropello;Automovil;Publico;CONDUCTOR;ILESO;53;MASCULINO;03:00 a 5:59
10473262;Tunjuelito;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;32;MASCULINO;03:00 a 5:59
10473385;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;31;FEMENINO;06:00 a 8:59
10473282;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;34;MASCULINO;03:00 a 5:59
10473290;Ciudad Bolívar;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;50;MASCULINO;12:00 a 14:59
10473295;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;30;MASCULINO;18:00 a 20:59
10473299;Chapinero;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;54;MASCULINO;18:00 a 20:59
10473301;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;30;MASCULINO;03:00 a 5:59
10473303;Tunjuelito;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;MASCULINO;15:00  a 17:59
10473319;Kennedy;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;33;MASCULINO;09:00  a 11:59
10473322;Kennedy;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;27;MASCULINO;06:00 a 8:59
10473324;San Cristóbal;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;21;MASCULINO;09:00  a 11:59
10473357;Ciudad Bolívar;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;32;MASCULINO;18:00 a 20:59
10473392;Fontibón;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;25;MASCULINO;03:00 a 5:59
10473394;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;35;MASCULINO;03:00 a 5:59
10473339;Ciudad Bolívar;Con Heridos;Choque;Bus;Publico;CONDUCTOR;ILESO;51;MASCULINO;12:00 a 14:59
10473368;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;21;MASCULINO;21:00 a 24:00
10473379;Engativá;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;31;MASCULINO;09:00  a 11:59
10473382;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;53;MASCULINO;15:00  a 17:59
10473389;Kennedy;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;81;MASCULINO;12:00 a 14:59
10473716;Chapinero;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;17;MASCULINO;03:00 a 5:59
10473395;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;76;MASCULINO;09:00  a 11:59
10473398;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;MASCULINO;06:00 a 8:59
10473399;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;64;MASCULINO;09:00  a 11:59
10473414;Rafael Uribe Uribe;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;41;MASCULINO;21:00 a 24:00
10473428;Tunjuelito;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;42;MASCULINO;00:00 a 02:59
10473460;Fontibón;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;31;MASCULINO;00:00 a 02:59
10473462;Suba;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;26;FEMENINO;21:00 a 24:00
10476404;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;40;FEMENINO;12:00 a 14:59
10473429;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;58;MASCULINO;21:00 a 24:00
10473430;Ciudad Bolívar;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;51;MASCULINO;18:00 a 20:59
10473431;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;37;MASCULINO;09:00  a 11:59
10473433;Tunjuelito;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;48;MASCULINO;18:00 a 20:59
10473434;Ciudad Bolívar;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;55;MASCULINO;12:00 a 14:59
10473436;Suba;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;22;MASCULINO;15:00  a 17:59
10473371;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;29;MASCULINO;00:00 a 02:59
10473374;Fontibón;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;21;MASCULINO;12:00 a 14:59
10473375;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;24;FEMENINO;12:00 a 14:59
10473404;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;48;MASCULINO;09:00  a 11:59
10473405;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;28;MASCULINO;15:00  a 17:59
10473406;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;22;MASCULINO;06:00 a 8:59
10473408;Barrios Unidos;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;29;FEMENINO;06:00 a 8:59
10473412;Fontibón;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;43;FEMENINO;21:00 a 24:00
10473424;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;57;FEMENINO;21:00 a 24:00
10473448;Kennedy;Con Heridos;Choque;Camioneta;Publico;CONDUCTOR;ILESO;58;MASCULINO;03:00 a 5:59
10473463;La Candelaria;Con Heridos;Atropello;Camioneta;Particular;CONDUCTOR;ILESO;35;MASCULINO;21:00 a 24:00
10473468;San Cristóbal;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;24;MASCULINO;00:00 a 02:59
